Protein ID,Protein Group,SubGroup,Protein,Entry Name,Gene Names,Protein Length,Coverage,Organism,Protein Existence,Description,Protein Probability,Top Peptide Probability,Unique Stripped Peptides,Summarized Total Spectral Count,Summarized Unique Spectral Count,Summarized Razor Spectral Count,Indistinguishable Proteins
Q5SW96,5340,a,sp|Q5SW96|ARH_HUMAN,ARH_HUMAN,LDLRAP1,308,3.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Low density lipoprotein receptor adapter protein 1,0.9738,0.999,1,18,18,18,
Q5T4B2,5341,a,sp|Q5T4B2|GT253_HUMAN,GT253_HUMAN,CERCAM,595,3.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Inactive glycosyltransferase 25 family member 3,0.9738,0.999,1,7,7,7,
Q5T749,5342,a,sp|Q5T749|KPRP_HUMAN,KPRP_HUMAN,KPRP,579,1.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Keratinocyte proline-rich protein,0.9738,0.999,1,7,7,7,
Q5VTE6,5343,a,sp|Q5VTE6|ANGE2_HUMAN,ANGE2_HUMAN,ANGEL2,544,3.3,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Protein angel homolog 2,0.9738,0.999,1,15,15,15,
Q5VW38,5344,a,sp|Q5VW38|GP107_HUMAN,GP107_HUMAN,GPR107,600,1.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein GPR107,0.9738,0.999,1,17,17,17,
Q5XUX1,5345,a,sp|Q5XUX1|FBXW9_HUMAN,FBXW9_HUMAN,FBXW9,488,3.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,F-box/WD repeat-containing protein 9,0.9738,0.999,1,3,3,3,
Q6KCM7,5346,a,sp|Q6KCM7|SCMC2_HUMAN,SCMC2_HUMAN,SLC25A25,469,2.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Calcium-binding mitochondrial carrier protein SCaMC-2,0.9738,0.999,1,1,1,1,
Q6UW78,5347,a,sp|Q6UW78|UQCC3_HUMAN,UQCC3_HUMAN,UQCC3,93,23.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ubiquinol-cytochrome-c reductase complex assembly factor 3,0.9738,0.999,1,3,3,3,
Q6UWP8,5348,a,sp|Q6UWP8|SBSN_HUMAN,SBSN_HUMAN,SBSN,590,9.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Suprabasin,0.9738,0.999,1,1,1,1,
Q6UXV4,5349,a,sp|Q6UXV4|MIC27_HUMAN,MIC27_HUMAN,APOOL,268,6.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,MIC,0.9738,0.999,1,3,3,3,
Q75QN2,5350,a,sp|Q75QN2|INT8_HUMAN,INT8_HUMAN,INTS8,995,2.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Integrator complex subunit 8,0.9738,0.999,1,2,2,2,
Q7L1V2,5351,a,sp|Q7L1V2|MON1B_HUMAN,MON1B_HUMAN,MON1B,547,4.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Vacuolar fusion protein MON1 homolog B,0.9738,0.999,2,1,1,1,
Q7Z7H8,5352,a,sp|Q7Z7H8|RM10_HUMAN,RM10_HUMAN,MRPL10,261,15.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,"39S ribosomal protein L10, mitochondrial",0.9738,0.999,2,20,20,20,
Q7Z7K0,5353,a,sp|Q7Z7K0|COXM1_HUMAN,COXM1_HUMAN,CMC1,106,9.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,COX assembly mitochondrial protein homolog,0.9738,0.999,1,4,4,4,
Q86T03,5354,a,sp|Q86T03|PP4P1_HUMAN,PP4P1_HUMAN,PIP4P1,277,7.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Type 1 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",0.9738,0.999,1,3,3,3,
Q86V87,5355,a,sp|Q86V87|F16B2_HUMAN,F16B2_HUMAN,FAM160B2,743,3.5,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Protein FAM160B2,0.9738,0.999,2,9,9,9,
Q86X53,5356,a,sp|Q86X53|ERIC1_HUMAN,ERIC1_HUMAN,ERICH1,443,3.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Glutamate-rich protein 1,0.9738,0.999,1,13,13,13,
Q86YH6,5357,a,sp|Q86YH6|DLP1_HUMAN,DLP1_HUMAN,PDSS2,399,3.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Decaprenyl-diphosphate synthase subunit 2,0.9738,0.999,1,1,1,1,
Q8IV48,5358,a,sp|Q8IV48|ERI1_HUMAN,ERI1_HUMAN,ERI1,349,7.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,3'-5' exoribonuclease 1,0.9738,0.999,1,1,1,1,
Q8IWZ8,5359,a,sp|Q8IWZ8|SUGP1_HUMAN,SUGP1_HUMAN,SUGP1,645,2.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,SURP and G-patch domain-containing protein 1,0.9738,0.999,1,2,2,2,
Q8IXW5,5360,a,sp|Q8IXW5|RPAP2_HUMAN,RPAP2_HUMAN,RPAP2,612,2.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Putative RNA polymerase II subunit B1 CTD phosphatase RPAP2,0.9738,0.999,1,1,1,1,
Q8IYR2,5361,a,sp|Q8IYR2|SMYD4_HUMAN,SMYD4_HUMAN,SMYD4,804,2.7,Homo sapiens OX=9606,2:Experimental evidence at transcript level,SET and MYND domain-containing protein 4,0.9738,0.999,1,9,9,9,
Q8N0U8,5362,a,sp|Q8N0U8|VKORL_HUMAN,VKORL_HUMAN,VKORC1L1,176,6.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Vitamin K epoxide reductase complex subunit 1-like protein 1,0.9738,0.999,1,4,4,4,
Q8N108,5363,a,sp|Q8N108|MIER1_HUMAN,MIER1_HUMAN,MIER1,512,3.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mesoderm induction early response protein 1,0.9738,0.999,1,10,10,10,
Q8N138,5364,a,sp|Q8N138|ORML3_HUMAN,ORML3_HUMAN,ORMDL3,153,9.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,ORM1-like protein 3,0.9738,0.999,1,2,2,2,
Q8N2G6,5365,a,sp|Q8N2G6|ZCH24_HUMAN,ZCH24_HUMAN,ZCCHC24,241,13.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Zinc finger CCHC domain-containing protein 24,0.9738,0.999,1,1,1,1,
Q8N2H3,5366,a,sp|Q8N2H3|PYRD2_HUMAN,PYRD2_HUMAN,PYROXD2,581,4.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pyridine nucleotide-disulfide oxidoreductase domain-containing protein 2,0.9738,0.999,1,9,9,9,
Q8N2W9,5367,a,sp|Q8N2W9|PIAS4_HUMAN,PIAS4_HUMAN,PIAS4,510,2.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,E3 SUMO-protein ligase PIAS4,0.9738,0.999,1,3,3,3,
Q8N4L2,5368,a,sp|Q8N4L2|PP4P2_HUMAN,PP4P2_HUMAN,PIP4P2,257,10.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase",0.9738,0.999,1,10,10,10,
Q8N4P3,5369,a,sp|Q8N4P3|MESH1_HUMAN,MESH1_HUMAN,HDDC3,179,8.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1",0.9738,0.999,1,1,1,1,
Q8N5I2,5370,a,sp|Q8N5I2|ARRD1_HUMAN,ARRD1_HUMAN,ARRDC1,433,6.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Arrestin domain-containing protein 1,0.9738,0.999,1,15,15,15,
Q8N6S5,5371,a,sp|Q8N6S5|AR6P6_HUMAN,AR6P6_HUMAN,ARL6IP6,226,4.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,ADP-ribosylation factor-like protein 6-interacting protein 6,0.9738,0.999,1,2,2,2,
Q8NB37,5372,a,sp|Q8NB37|GALD1_HUMAN,GALD1_HUMAN,GATD1,220,4.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Glutamine amidotransferase-like class 1 domain-containing protein 1,0.9738,0.999,1,15,15,15,
Q8NBI6,5373,a,sp|Q8NBI6|XXLT1_HUMAN,XXLT1_HUMAN,XXYLT1,393,6.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Xyloside xylosyltransferase 1,0.9738,0.999,1,11,11,11,
Q8NC44,5374,a,sp|Q8NC44|RETR2_HUMAN,RETR2_HUMAN,RETREG2,543,4.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Reticulophagy regulator 2,0.9738,0.999,1,11,11,11,
Q8NCC3,5375,a,sp|Q8NCC3|PAG15_HUMAN,PAG15_HUMAN,PLA2G15,412,2.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Group XV phospholipase A2,0.9738,0.999,1,4,4,4,
Q8NEZ2,5376,a,sp|Q8NEZ2|VP37A_HUMAN,VP37A_HUMAN,VPS37A,397,3.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Vacuolar protein sorting-associated protein 37A,0.9738,0.999,1,17,17,17,
Q8NFT2,5377,a,sp|Q8NFT2|STEA2_HUMAN,STEA2_HUMAN,STEAP2,490,3.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Metalloreductase STEAP2,0.9738,0.999,1,8,8,8,
Q8NG68,5378,a,sp|Q8NG68|TTL_HUMAN,TTL_HUMAN,TTL,377,7.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Tubulin--tyrosine ligase,0.9738,0.999,1,21,21,21,
Q8TBC3,5379,a,sp|Q8TBC3|SHKB1_HUMAN,SHKB1_HUMAN,SHKBP1,707,3.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,SH3KBP1-binding protein 1,0.9738,0.999,1,1,1,1,sp|Q9Y597|KCTD3_HUMAN
Q8TBK2,5380,a,sp|Q8TBK2|SETD6_HUMAN,SETD6_HUMAN,SETD6,473,4.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,N-lysine methyltransferase SETD6,0.9738,0.999,1,5,5,5,
Q8TD55,5381,a,sp|Q8TD55|PKHO2_HUMAN,PKHO2_HUMAN,PLEKHO2,490,4.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pleckstrin homology domain-containing family O member 2,0.9738,0.999,1,7,7,7,
Q8WTS1,5382,a,sp|Q8WTS1|ABHD5_HUMAN,ABHD5_HUMAN,ABHD5,349,4.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,1-acylglycerol-3-phosphate O-acyltransferase ABHD5,0.9738,0.999,1,4,4,4,
Q8WV07,5383,a,sp|Q8WV07|LTO1_HUMAN,LTO1_HUMAN,LTO1,137,11.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein LTO1 homolog,0.9738,0.999,1,10,10,10,
Q8WV92,5384,a,sp|Q8WV92|MITD1_HUMAN,MITD1_HUMAN,MITD1,249,7.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,MIT domain-containing protein 1,0.9738,0.999,1,2,2,2,
Q8WW01,5385,a,sp|Q8WW01|SEN15_HUMAN,SEN15_HUMAN,TSEN15,171,13.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,tRNA-splicing endonuclease subunit Sen15,0.9738,0.999,1,2,2,2,
Q92539,5386,a,sp|Q92539|LPIN2_HUMAN,LPIN2_HUMAN,LPIN2,896,1.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phosphatidate phosphatase LPIN2,0.9738,0.999,1,7,7,7,
Q92626,5387,a,sp|Q92626|PXDN_HUMAN,PXDN_HUMAN,PXDN,1479,0.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Peroxidasin homolog,0.9738,0.999,1,1,1,1,
Q93063,5388,a,sp|Q93063|EXT2_HUMAN,EXT2_HUMAN,EXT2,718,3.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Exostosin-2,0.9738,0.999,1,3,3,3,
Q969E8,5389,a,sp|Q969E8|TSR2_HUMAN,TSR2_HUMAN,TSR2,191,6.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pre-rRNA-processing protein TSR2 homolog,0.9738,0.999,1,12,12,12,
Q969L2,5390,a,sp|Q969L2|MAL2_HUMAN,MAL2_HUMAN,MAL2,176,6.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein MAL2,0.9738,0.999,1,14,14,14,
Q969V5,5391,a,sp|Q969V5|MUL1_HUMAN,MUL1_HUMAN,MUL1,352,5.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Mitochondrial ubiquitin ligase activator of NFKB 1,0.9738,0.999,1,1,1,1,
Q969X1,5392,a,sp|Q969X1|LFG3_HUMAN,LFG3_HUMAN,TMBIM1,311,4.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein lifeguard 3,0.9738,0.999,1,12,12,12,
Q96A32,5393,a,sp|Q96A32|MLRS_HUMAN,MLRS_HUMAN,MYLPF,169,5.9,Homo sapiens OX=9606,2:Experimental evidence at transcript level,"Myosin regulatory light chain 2, skeletal muscle isoform",0.9738,0.999,1,2,2,2,
Q96A59,5394,a,sp|Q96A59|MALD3_HUMAN,MALD3_HUMAN,MARVELD3,401,2.7,Homo sapiens OX=9606,2:Experimental evidence at transcript level,MARVEL domain-containing protein 3,0.9738,0.999,1,11,11,11,
Q96B54,5395,a,sp|Q96B54|ZN428_HUMAN,ZN428_HUMAN,ZNF428,188,5.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Zinc finger protein 428,0.9738,0.999,1,1,1,1,
Q96BI3,5396,a,sp|Q96BI3|APH1A_HUMAN,APH1A_HUMAN,APH1A,265,5.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Gamma-secretase subunit APH-1A,0.9738,0.999,1,1,1,1,
Q96C90,5397,a,sp|Q96C90|PP14B_HUMAN,PP14B_HUMAN,PPP1R14B,147,17.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein phosphatase 1 regulatory subunit 14B,0.9738,0.999,1,1,1,1,
Q96DE0,5398,a,sp|Q96DE0|NUD16_HUMAN,NUD16_HUMAN,NUDT16,195,9.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,U8 snoRNA-decapping enzyme,0.9738,0.999,1,10,10,10,
Q96ES7,5399,a,sp|Q96ES7|SGF29_HUMAN,SGF29_HUMAN,SGF29,293,4.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,SAGA-associated factor 29,0.9738,0.999,1,8,8,8,
Q96EU7,5400,a,sp|Q96EU7|C1GLC_HUMAN,C1GLC_HUMAN,C1GALT1C1,318,6.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,C1GALT1-specific chaperone 1,0.9738,0.999,1,1,1,1,
Q96EY8,5401,a,sp|Q96EY8|MMAB_HUMAN,MMAB_HUMAN,MMAB,250,6.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Corrinoid adenosyltransferase,0.9738,0.999,1,1,1,1,
Q96FZ5,5402,a,sp|Q96FZ5|CKLF7_HUMAN,CKLF7_HUMAN,CMTM7,175,4.6,Homo sapiens OX=9606,2:Experimental evidence at transcript level,CKLF-like MARVEL transmembrane domain-containing protein 7,0.9738,0.999,1,5,5,5,
Q96GD0,5403,a,sp|Q96GD0|PLPP_HUMAN,PLPP_HUMAN,PDXP,296,4.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pyridoxal phosphate phosphatase,0.9738,0.999,1,1,1,1,
Q96GJ1,5404,a,sp|Q96GJ1|TRM2_HUMAN,TRM2_HUMAN,TRMT2B,504,3.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,tRNA (uracil(54)-C(5))-methyltransferase homolog,0.9738,0.999,1,10,10,10,
Q96IF1,5405,a,sp|Q96IF1|AJUBA_HUMAN,AJUBA_HUMAN,AJUBA,538,2.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,LIM domain-containing protein ajuba,0.9738,0.999,1,4,4,4,
Q96IG2,5406,a,sp|Q96IG2|FXL20_HUMAN,FXL20_HUMAN,FBXL20,436,3.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,F-box/LRR-repeat protein 20,0.9738,0.999,1,3,3,3,
Q96IW7,5407,a,sp|Q96IW7|SC22A_HUMAN,SC22A_HUMAN,SEC22A,307,3.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Vesicle-trafficking protein SEC22a,0.9738,0.999,1,13,13,13,
Q96IX5,5408,a,sp|Q96IX5|ATPMD_HUMAN,ATPMD_HUMAN,ATP5MD,58,25.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,"ATP synthase membrane subunit DAPIT, mitochondrial",0.9738,0.999,1,16,16,16,
Q96IZ7,5409,a,sp|Q96IZ7|RSRC1_HUMAN,RSRC1_HUMAN,RSRC1,334,5.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Serine/Arginine-related protein 53,0.9738,0.999,1,3,3,3,
Q96MG8,5410,a,sp|Q96MG8|PCMD1_HUMAN,PCMD1_HUMAN,PCMTD1,357,5.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein-L-isoaspartate O-methyltransferase domain-containing protein 1,0.9738,0.999,1,5,5,5,
Q96NE9,5411,a,sp|Q96NE9|FRMD6_HUMAN,FRMD6_HUMAN,FRMD6,622,3.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,FERM domain-containing protein 6,0.9738,0.999,1,3,3,3,
Q96NT5,5412,a,sp|Q96NT5|PCFT_HUMAN,PCFT_HUMAN,SLC46A1,459,2.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Proton-coupled folate transporter,0.9738,0.999,1,2,2,2,
Q96NY8,5413,a,sp|Q96NY8|NECT4_HUMAN,NECT4_HUMAN,NECTIN4,510,2.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Nectin-4,0.9738,0.999,1,1,1,1,
Q96Q45,5414,a,sp|Q96Q45|TM237_HUMAN,TM237_HUMAN,TMEM237,408,4.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transmembrane protein 237,0.9738,0.999,1,1,1,1,
Q96QD8,5415,a,sp|Q96QD8|S38A2_HUMAN,S38A2_HUMAN,SLC38A2,506,4.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Sodium-coupled neutral amino acid transporter 2,0.9738,0.999,1,23,23,23,
Q96S15,5416,a,sp|Q96S15|WDR24_HUMAN,WDR24_HUMAN,WDR24,790,4.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,GATOR complex protein WDR24,0.9738,0.999,2,11,11,11,
Q99571,5417,a,sp|Q99571|P2RX4_HUMAN,P2RX4_HUMAN,P2RX4,388,3.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,P2X purinoceptor 4,0.9738,0.999,1,1,1,1,
Q99583,5418,a,sp|Q99583|MNT_HUMAN,MNT_HUMAN,MNT,582,1.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Max-binding protein MNT,0.9738,0.999,1,8,8,8,
Q99643,5419,a,sp|Q99643|C560_HUMAN,C560_HUMAN,SDHC,169,4.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Succinate dehydrogenase cytochrome b560 subunit, mitochondrial",0.9738,0.999,1,2,2,2,
Q99650,5420,a,sp|Q99650|OSMR_HUMAN,OSMR_HUMAN,OSMR,979,1.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Oncostatin-M-specific receptor subunit beta,0.9738,0.999,1,5,5,5,
Q99808,5421,a,sp|Q99808|S29A1_HUMAN,S29A1_HUMAN,SLC29A1,456,5.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Equilibrative nucleoside transporter 1,0.9738,0.999,1,1,1,1,
Q99943,5422,a,sp|Q99943|PLCA_HUMAN,PLCA_HUMAN,AGPAT1,283,2.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,1-acyl-sn-glycerol-3-phosphate acyltransferase alpha,0.9738,0.999,1,2,2,2,
Q9BQ13,5423,a,sp|Q9BQ13|KCD14_HUMAN,KCD14_HUMAN,KCTD14,255,5.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,BTB/POZ domain-containing protein KCTD14,0.9738,0.999,1,5,5,5,
Q9BQC6,5424,a,sp|Q9BQC6|RT63_HUMAN,RT63_HUMAN,MRPL57,102,12.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Ribosomal protein 63, mitochondrial",0.9738,0.999,1,12,12,12,
Q9BRP1,5425,a,sp|Q9BRP1|PDD2L_HUMAN,PDD2L_HUMAN,PDCD2L,358,3.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Programmed cell death protein 2-like,0.9738,0.999,1,24,24,24,
Q9BRQ0,5426,a,sp|Q9BRQ0|PYGO2_HUMAN,PYGO2_HUMAN,PYGO2,406,4.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pygopus homolog 2,0.9738,0.999,1,2,2,2,
Q9BRT2,5427,a,sp|Q9BRT2|UQCC2_HUMAN,UQCC2_HUMAN,UQCC2,126,12.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,Ubiquinol-cytochrome-c reductase complex assembly factor 2,0.9738,0.999,1,1,1,1,
Q9BSE5,5428,a,sp|Q9BSE5|SPEB_HUMAN,SPEB_HUMAN,AGMAT,352,8.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Agmatinase, mitochondrial",0.9738,0.999,1,11,11,11,
Q9BT30,5429,a,sp|Q9BT30|ALKB7_HUMAN,ALKB7_HUMAN,ALKBH7,221,10.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7, mitochondrial",0.9738,0.999,1,2,2,2,
Q9BUV8,5430,a,sp|Q9BUV8|RAB5I_HUMAN,RAB5I_HUMAN,RAB5IF,137,11.7,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Uncharacterized protein RAB5IF,0.9738,0.999,1,43,43,43,
Q9BV68,5431,a,sp|Q9BV68|RN126_HUMAN,RN126_HUMAN,RNF126,311,2.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,E3 ubiquitin-protein ligase RNF126,0.9738,0.999,1,2,2,2,
Q9BVG9,5432,a,sp|Q9BVG9|PTSS2_HUMAN,PTSS2_HUMAN,PTDSS2,487,3.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Phosphatidylserine synthase 2,0.9738,0.999,1,1,1,1,
Q9BW72,5433,a,sp|Q9BW72|HIG2A_HUMAN,HIG2A_HUMAN,HIGD2A,106,27.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,"HIG1 domain family member 2A, mitochondrial",0.9738,0.999,1,13,13,13,
Q9BWQ6,5434,a,sp|Q9BWQ6|YIPF2_HUMAN,YIPF2_HUMAN,YIPF2,316,9.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein YIPF2,0.9738,0.999,1,27,27,27,
Q9BWT7,5435,a,sp|Q9BWT7|CAR10_HUMAN,CAR10_HUMAN,CARD10,1032,1.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Caspase recruitment domain-containing protein 10,0.9738,0.999,1,2,2,2,
Q9BXB1,5436,a,sp|Q9BXB1|LGR4_HUMAN,LGR4_HUMAN,LGR4,951,2.2,Homo sapiens OX=9606,1:Experimental evidence at protein level,Leucine-rich repeat-containing G-protein coupled receptor 4,0.9738,0.999,1,1,1,1,
Q9BXV9,5437,a,sp|Q9BXV9|GON7_HUMAN,GON7_HUMAN,GON7,100,18.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,EKC/KEOPS complex subunit GON7,0.9738,0.999,1,8,8,8,
Q9BYI3,5438,a,sp|Q9BYI3|HYCCI_HUMAN,HYCCI_HUMAN,FAM126A,521,2.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Hyccin,0.9738,0.999,1,7,7,7,
Q9BZM4,5439,a,sp|Q9BZM4|ULBP3_HUMAN,ULBP3_HUMAN,ULBP3,244,7.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,UL16-binding protein 3,0.9738,0.999,1,3,3,3,
Q9GZQ3,5440,a,sp|Q9GZQ3|COMD5_HUMAN,COMD5_HUMAN,COMMD5,224,8.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,COMM domain-containing protein 5,0.9738,0.999,1,1,1,1,
Q9GZY4,5441,a,sp|Q9GZY4|COA1_HUMAN,COA1_HUMAN,COA1,146,9.6,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cytochrome c oxidase assembly factor 1 homolog,0.9738,0.999,1,3,3,3,
Q9H0K6,5442,a,sp|Q9H0K6|PUS7L_HUMAN,PUS7L_HUMAN,PUS7L,701,2.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,Pseudouridylate synthase 7 homolog-like protein,0.9738,0.999,1,1,1,1,
Q9H0R3,5443,a,sp|Q9H0R3|TM222_HUMAN,TM222_HUMAN,TMEM222,208,12.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,Transmembrane protein 222,0.9738,0.999,1,11,11,11,
Q9H1C7,5444,a,sp|Q9H1C7|CYTM1_HUMAN,CYTM1_HUMAN,CYSTM1,97,10.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Cysteine-rich and transmembrane domain-containing protein 1,0.9738,0.999,1,2,2,2,
Q9H3F6,5445,a,sp|Q9H3F6|BACD3_HUMAN,BACD3_HUMAN,KCTD10,313,3.5,Homo sapiens OX=9606,1:Experimental evidence at protein level,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3,0.9738,0.999,1,8,8,8,
Q9H3L0,5446,a,sp|Q9H3L0|MMAD_HUMAN,MMAD_HUMAN,MMADHC,296,5.7,Homo sapiens OX=9606,1:Experimental evidence at protein level,"Methylmalonic aciduria and homocystinuria type D protein, mitochondrial",0.9738,0.999,1,3,3,3,
Q9H3U5,5447,a,sp|Q9H3U5|MFSD1_HUMAN,MFSD1_HUMAN,MFSD1,465,2.6,Homo sapiens OX=9606,2:Experimental evidence at transcript level,Major facilitator superfamily domain-containing protein 1,0.9738,0.999,1,2,2,2,
Q9H446,5448,a,sp|Q9H446|RWDD1_HUMAN,RWDD1_HUMAN,RWDD1,243,7.0,Homo sapiens OX=9606,1:Experimental evidence at protein level,RWD domain-containing protein 1,0.9738,0.999,1,22,22,22,
Q9H4G4,5449,a,sp|Q9H4G4|GAPR1_HUMAN,GAPR1_HUMAN,GLIPR2,154,8.4,Homo sapiens OX=9606,1:Experimental evidence at protein level,Golgi-associated plant pathogenesis-related protein 1,0.9738,0.999,1,1,1,1,
Q9H4H8,5450,a,sp|Q9H4H8|FA83D_HUMAN,FA83D_HUMAN,FAM83D,585,4.8,Homo sapiens OX=9606,1:Experimental evidence at protein level,Protein FAM83D,0.9738,0.999,2,1,1,1,
Q9H6E4,5451,a,sp|Q9H6E4|CC134_HUMAN,CC134_HUMAN,CCDC134,229,8.3,Homo sapiens OX=9606,1:Experimental evidence at protein level,Coiled-coil domain-containing protein 134,0.9738,0.999,1,3,3,3,
Q9H6R6,5452,a,sp|Q9H6R6|ZDHC6_HUMAN,ZDHC6_HUMAN,ZDHHC6,413,2.9,Homo sapiens OX=9606,1:Experimental evidence at protein level,Palmitoyltransferase ZDHHC6,0.9738,0.999,1,2,2,2,
Q9H6V9,5453,a,sp|Q9H6V9|LDAH_HUMAN,LDAH_HUMAN,LDAH,325,3.1,Homo sapiens OX=9606,1:Experimental evidence at protein level,Lipid droplet-associated hydrolase,0.9738,0.999,1,10,10,10,
